"full_text","tokens","processed_text","label"
"pusat pengembangan pendidikan universitas jember mengadakan pelatihan obe bagi dosen dengan pemateri dari australia","['pusat', 'kembang', 'didik', 'universitas', 'jember', 'ada', 'latih', 'obe', 'dosen', 'materi', 'australia']","pusat kembang didik universitas jember ada latih obe dosen materi australia","positif"
"aabim mengadakan diskusi panel tentang integrasi nilai islam dalam kurikulum berbasis hasil di perguruan tinggi muhammadiyah","['aabim', 'ada', 'diskusi', 'panel', 'integrasi', 'nilai', 'islam', 'kurikulum', 'basis', 'hasil', 'guru', 'muhammadiyah']","aabim ada diskusi panel integrasi nilai islam kurikulum basis hasil guru muhammadiyah","positif"
"reakreditasi program studi teknik mesin itb dengan abet memvalidasi efektivitas implementasi kurikulum berbasis hasil","['reakreditasi', 'program', 'studi', 'teknik', 'mesin', 'itb', 'abet', 'memvalidasi', 'efektivitas', 'implementasi', 'kurikulum', 'basis', 'hasil']","reakreditasi program studi teknik mesin itb abet memvalidasi efektivitas implementasi kurikulum basis hasil","positif"
"dekan fakultas farmasi ugm menyoroti pentingnya peranan industri dalam menentukan kompetensi lulusan berbasis obe","['dekan', 'fakultas', 'farmasi', 'ugm', 'sorot', 'peran', 'industri', 'tentu', 'kompetensi', 'lulus', 'basis', 'obe']","dekan fakultas farmasi ugm sorot peran industri tentu kompetensi lulus basis obe","netral"
"program diploma teknik elektro pens menerapkan kurikulum berbasis hasil dengan dukungan penuh dari pt pln nusantara power","['program', 'diploma', 'teknik', 'elektro', 'pens', 'terap', 'kurikulum', 'basis', 'hasil', 'dukung', 'penuh', 'pt', 'pln', 'nusantara', 'power']","program diploma teknik elektro pens terap kurikulum basis hasil dukung penuh pt pln nusantara power","positif"
"tridharma learning center mengembangkan platform digital untuk monitoring dan evaluasi implementasi obe di perguruan tinggi","['tridharma', 'learning', 'center', 'kembang', 'platform', 'digital', 'monitoring', 'evaluasi', 'implementasi', 'obe', 'guru']","tridharma learning center kembang platform digital monitoring evaluasi implementasi obe guru","positif"
"forum ilmiah internasional diselenggarakan di bali membahas perkembangan implementasi obe di kawasan asia tenggara","['forum', 'ilmiah', 'internasional', 'selenggara', 'bal', 'bahas', 'kembang', 'implementasi', 'obe', 'kawasan', 'asia', 'tenggara']","forum ilmiah internasional selenggara bal bahas kembang implementasi obe kawasan asia tenggara","positif"
"direktur pascasarjana unpad menekankan pentingnya mengintegrasikan riset dalam kurikulum berbasis hasil","['direktur', 'pascasarjana', 'unpad', 'tekan', 'integrasi', 'riset', 'kurikulum', 'basis', 'hasil']","direktur pascasarjana unpad tekan integrasi riset kurikulum basis hasil","positif"
"jurnal educational measurement and evaluation mempublikasikan hasil riset efektivitas obe di 15 negara berkembang","['jurnal', 'educational', 'measurement', 'and', 'evaluation', 'publikasi', 'hasil', 'riset', 'efektivitas', 'obe', '15', 'negara', 'kembang']","jurnal educational measurement and evaluation publikasi hasil riset efektivitas obe 15 negara kembang","positif"
"departemen ilmu komunikasi fisip ui mengembangkan model assessment obe yang berfokus pada project based learning","['departemen', 'ilmu', 'komunikasi', 'fisip', 'ui', 'kembang', 'model', 'assessment', 'obe', 'fokus', 'project', 'based', 'learning']","departemen ilmu komunikasi fisip ui kembang model assessment obe fokus project based learning","positif"
"obe memungkinkan perguruan tinggi mencetak lulusan dengan keunggulan kompetitif yang dibutuhkan dalam era industri 40","['obe', 'guru', 'cetak', 'lulus', 'unggul', 'kompetitif', 'butuh', 'era', 'industri', '40']","obe guru cetak lulus unggul kompetitif butuh era industri 40","positif"
"fakultas seni rupa dan desain itb mengadaptasi kurikulum berbasis hasil yang tetap mempertahankan kreativitas dan ekspresi","['fakultas', 'seni', 'rupa', 'desain', 'itb', 'adaptasi', 'kurikulum', 'basis', 'hasil', 'tahan', 'kreativitas', 'ekspresi']","fakultas seni rupa desain itb adaptasi kurikulum basis hasil tahan kreativitas ekspresi","positif"
"universitas telkom mendokumentasikan transformasi kurikulum dari kbk menuju obe dalam white paper pendidikan tinggi","['universitas', 'telkom', 'dokumentasi', 'transformasi', 'kurikulum', 'kbk', 'obe', 'white', 'paper', 'didik']","universitas telkom dokumentasi transformasi kurikulum kbk obe white paper didik","positif"
"metode assessment peer review sangat efektif dalam implementasi kurikulum berbasis hasil untuk mengukur soft skills","['metode', 'assessment', 'peer', 'review', 'efektif', 'implementasi', 'kurikulum', 'basis', 'hasil', 'ukur', 'soft', 'skills']","metode assessment peer review efektif implementasi kurikulum basis hasil ukur soft skills","positif"
"direktorat pembelajaran dan kemahasiswaan dikti meninjau implementasi obe di 50 perguruan tinggi seluruh indonesia","['direktorat', 'ajar', 'mahasiswa', 'dikti', 'tinjau', 'implementasi', 'obe', '50', 'guru', 'indonesia']","direktorat ajar mahasiswa dikti tinjau implementasi obe 50 guru indonesia","netral"
"penerapan kurikulum berbasis hasil di program studi akuntansi meningkatkan serapan lulusan di big four accounting firms","['terap', 'kurikulum', 'basis', 'hasil', 'program', 'studi', 'akuntansi', 'tingkat', 'serap', 'lulus', 'big', 'four', 'accounting', 'firms']","terap kurikulum basis hasil program studi akuntansi tingkat serap lulus big four accounting firms","positif"
"forum komunikasi dekan fakultas teknik indonesia sepakat menggunakan standar obe yang sama untuk memudahkan credit transfer","['forum', 'komunikasi', 'dekan', 'fakultas', 'teknik', 'indonesia', 'sepakat', 'standar', 'obe', 'mudah', 'credit', 'transfer']","forum komunikasi dekan fakultas teknik indonesia sepakat standar obe mudah credit transfer","positif"
"pendidikan berbasis hasil memungkinkan mahasiswa membangun portofolio kompetensi yang lebih diakui dunia kerja","['didik', 'basis', 'hasil', 'mahasiswa', 'bangun', 'portofolio', 'kompetensi', 'aku', 'dunia', 'kerja']","didik basis hasil mahasiswa bangun portofolio kompetensi aku dunia kerja","positif"
"lp2mp universitas hasanuddin mengembangkan model pelatihan berjenjang untuk implementasi obe yang berkelanjutan","['lp2mp', 'universitas', 'hasanuddin', 'kembang', 'model', 'latih', 'jenjang', 'implementasi', 'obe', 'lanjut']","lp2mp universitas hasanuddin kembang model latih jenjang implementasi obe lanjut","positif"
"jurnal asean studies in education menerbitkan edisi khusus tentang implementasi obe di negara negara asean","['jurnal', 'asean', 'studies', 'in', 'education', 'terbit', 'edisi', 'khusus', 'implementasi', 'obe', 'negara', 'negara', 'asean']","jurnal asean studies in education terbit edisi khusus implementasi obe negara negara asean","positif"
"pendidikan berbasis hasil meningkatkan kesadaran mahasiswa terhadap relevansi pembelajaran dengan kebutuhan dunia kerja","['didik', 'basis', 'hasil', 'tingkat', 'sadar', 'mahasiswa', 'relevansi', 'ajar', 'butuh', 'dunia', 'kerja']","didik basis hasil tingkat sadar mahasiswa relevansi ajar butuh dunia kerja","positif"
"institut pertanian bogor mengintegrasikan sustainable development goals dalam kurikulum berbasis hasil seluruh prodi","['institut', 'tani', 'bogor', 'integrasi', 'sustainable', 'development', 'goals', 'kurikulum', 'basis', 'hasil', 'prodi']","institut tani bogor integrasi sustainable development goals kurikulum basis hasil prodi","positif"
"department of mechanical engineering university of the philippines berbagi pengalaman implementasi obe pada webinar internasional","['department', 'of', 'mechanical', 'engineering', 'university', 'of', 'the', 'philippines', 'bagi', 'alam', 'implementasi', 'obe', 'webinar', 'internasional']","department of mechanical engineering university of the philippines bagi alam implementasi obe webinar internasional","positif"
"program studi ilmu kedokteran gigi universitas airlangga mengimplementasikan obe dengan pendekatan case based learning","['program', 'studi', 'ilmu', 'dokter', 'gigi', 'universitas', 'airlangga', 'implementasi', 'obe', 'dekat', 'case', 'based', 'learning']","program studi ilmu dokter gigi universitas airlangga implementasi obe dekat case based learning","positif"
"balai pengembangan pendidikan tinggi kemendikbud menyelenggarakan training of trainers implementasi obe tingkat nasional","['balai', 'kembang', 'didik', 'kemendikbud', 'selenggara', 'training', 'of', 'trainers', 'implementasi', 'obe', 'tingkat', 'nasional']","balai kembang didik kemendikbud selenggara training of trainers implementasi obe tingkat nasional","positif"
"transformasi digital pendidikan tinggi membuka peluang implementasi obe yang lebih fleksibel dan measurable","['transformasi', 'digital', 'didik', 'buka', 'peluang', 'implementasi', 'obe', 'fleksibel', 'measurable']","transformasi digital didik buka peluang implementasi obe fleksibel measurable","positif"
"asosiasi perguruan tinggi komunikasi indonesia menyusun guideline implementasi obe untuk prodi ilmu komunikasi","['asosiasi', 'guru', 'komunikasi', 'indonesia', 'susun', 'guideline', 'implementasi', 'obe', 'prodi', 'ilmu', 'komunikasi']","asosiasi guru komunikasi indonesia susun guideline implementasi obe prodi ilmu komunikasi","positif"
"pendidikan berbasis hasil menekankan competency development dibandingkan content mastery yang lebih tradisional","['didik', 'basis', 'hasil', 'tekan', 'competency', 'development', 'banding', 'content', 'mastery', 'tradisional']","didik basis hasil tekan competency development banding content mastery tradisional","positif"
"universitas negeri malang mengintegrasikan internship program dalam implementasi kurikulum berbasis hasil","['universitas', 'negeri', 'malang', 'integrasi', 'internship', 'program', 'implementasi', 'kurikulum', 'basis', 'hasil']","universitas negeri malang integrasi internship program implementasi kurikulum basis hasil","positif"
"penelitian oleh mckinsey education menunjukkan korelasi positif antara implementasi obe dengan tingkat kepuasan employer","['teliti', 'mckinsey', 'education', 'korelasi', 'positif', 'implementasi', 'obe', 'tingkat', 'puas', 'employer']","teliti mckinsey education korelasi positif implementasi obe tingkat puas employer","positif"
"fakultas ilmu budaya universitas brawijaya mengembangkan model obe yang adaptif untuk bidang humaniora","['fakultas', 'ilmu', 'budaya', 'universitas', 'brawijaya', 'kembang', 'model', 'obe', 'adaptif', 'bidang', 'humaniora']","fakultas ilmu budaya universitas brawijaya kembang model obe adaptif bidang humaniora","positif"
"dekan ftui menyampaikan obe telah membantu fakultas teknik ui mendapatkan akreditasi abet untuk seluruh program studi","['dekan', 'ftui', 'obe', 'bantu', 'fakultas', 'teknik', 'ui', 'akreditasi', 'abet', 'program', 'studi']","dekan ftui obe bantu fakultas teknik ui akreditasi abet program studi","positif"
"program studi teknik lingkungan undip berhasil mengintegrasikan community service dalam kurikulum berbasis hasil","['program', 'studi', 'teknik', 'lingkung', 'undip', 'hasil', 'integrasi', 'community', 'service', 'kurikulum', 'basis', 'hasil']","program studi teknik lingkung undip hasil integrasi community service kurikulum basis hasil","positif"
"evaluasi ketercapaian cpl pada implementasi kurikulum berbasis hasil memerlukan sistem informasi yang andal","['evaluasi', 'capai', 'cpl', 'implementasi', 'kurikulum', 'basis', 'hasil', 'sistem', 'informasi', 'andal']","evaluasi capai cpl implementasi kurikulum basis hasil sistem informasi andal","positif"
"fakultas ekonomi dan bisnis universitas indonesia menerapkan obe dengan metode case study dan business simulation","['fakultas', 'ekonomi', 'bisnis', 'universitas', 'indonesia', 'terap', 'obe', 'metode', 'case', 'study', 'business', 'simulation']","fakultas ekonomi bisnis universitas indonesia terap obe metode case study business simulation","positif"
"akademi komunitas manufaktur bantaeng menjadi percontohan implementasi kurikulum berbasis hasil untuk pendidikan vokasi","['akademi', 'komunitas', 'manufaktur', 'bantaeng', 'contoh', 'implementasi', 'kurikulum', 'basis', 'hasil', 'didik', 'vokasi']","akademi komunitas manufaktur bantaeng contoh implementasi kurikulum basis hasil didik vokasi","positif"
"fakultas ilmu sosial dan politik ugm menerapkan obe dengan pendekatan problem based learning multidisiplin","['fakultas', 'ilmu', 'sosial', 'politik', 'ugm', 'terap', 'obe', 'dekat', 'problem', 'based', 'learning', 'multidisiplin']","fakultas ilmu sosial politik ugm terap obe dekat problem based learning multidisiplin","positif"
"perguruan tinggi harus melakukan tracer study secara berkala untuk mengevaluasi efektivitas kurikulum berbasis hasil","['guru', 'tracer', 'study', 'kala', 'evaluasi', 'efektivitas', 'kurikulum', 'basis', 'hasil']","guru tracer study kala evaluasi efektivitas kurikulum basis hasil","positif"
"implementasi kurikulum berbasis hasil membutuhkan dukungan infrastruktur digital seperti lms dan sistem assessment online","['implementasi', 'kurikulum', 'basis', 'hasil', 'butuh', 'dukung', 'infrastruktur', 'digital', 'lms', 'sistem', 'assessment', 'online']","implementasi kurikulum basis hasil butuh dukung infrastruktur digital lms sistem assessment online","netral"
"direktorat jenderal pendidikan vokasi menerbitkan pedoman implementasi obe untuk politeknik negeri se indonesia","['direktorat', 'jenderal', 'didik', 'vokasi', 'terbit', 'pedoman', 'implementasi', 'obe', 'politeknik', 'negeri', 'indonesia']","direktorat jenderal didik vokasi terbit pedoman implementasi obe politeknik negeri indonesia","netral"
"pengembangan kurikulum berbasis hasil membutuhkan pemetaan kebutuhan kompetensi industri minimal lima tahun ke depan","['kembang', 'kurikulum', 'basis', 'hasil', 'butuh', 'meta', 'butuh', 'kompetensi', 'industri', 'minimal']","kembang kurikulum basis hasil butuh meta butuh kompetensi industri minimal","positif"
"pendidikan berbasis hasil mendorong mahasiswa untuk taking ownership atas proses pembelajaran mereka","['didik', 'basis', 'hasil', 'dorong', 'mahasiswa', 'taking', 'ownership', 'proses', 'ajar']","didik basis hasil dorong mahasiswa taking ownership proses ajar","positif"
"universitas andalas mengimplementasikan kurikulum berbasis hasil dengan pendekatan sociopreneurship sebagai diferensiasi","['universitas', 'andalas', 'implementasi', 'kurikulum', 'basis', 'hasil', 'dekat', 'sociopreneurship', 'diferensiasi']","universitas andalas implementasi kurikulum basis hasil dekat sociopreneurship diferensiasi","positif"
"lulusan dari program studi yang menerapkan obe secara konsisten memiliki starting salary 25 lebih tinggi","['lulus', 'program', 'studi', 'terap', 'obe', 'konsisten', 'milik', 'starting', 'salary', '25']","lulus program studi terap obe konsisten milik starting salary 25","positif"
"pusat kurikulum universitas airlangga mengembangkan sistem monitoring dan evaluasi implementasi obe berbasis digital","['pusat', 'kurikulum', 'universitas', 'airlangga', 'kembang', 'sistem', 'monitoring', 'evaluasi', 'implementasi', 'obe', 'basis', 'digital']","pusat kurikulum universitas airlangga kembang sistem monitoring evaluasi implementasi obe basis digital","positif"
"program studi teknik biomedis itb mengintegrasikan hospital based practice dalam kurikulum berbasis hasil","['program', 'studi', 'teknik', 'biomedis', 'itb', 'integrasi', 'hospital', 'based', 'practice', 'kurikulum', 'basis', 'hasil']","program studi teknik biomedis itb integrasi hospital based practice kurikulum basis hasil","positif"
"implementasi kurikulum berbasis hasil mendorong peningkatan collaborative research antara dosen dan mahasiswa","['implementasi', 'kurikulum', 'basis', 'hasil', 'dorong', 'tingkat', 'collaborative', 'research', 'dosen', 'mahasiswa']","implementasi kurikulum basis hasil dorong tingkat collaborative research dosen mahasiswa","positif"
"unescoihe bekerja sama dengan undip dalam mengembangkan model implementasi obe untuk program studi teknik lingkungan","['unescoihe', 'undip', 'kembang', 'model', 'implementasi', 'obe', 'program', 'studi', 'teknik', 'lingkung']","unescoihe undip kembang model implementasi obe program studi teknik lingkung","positif"
"pendidikan berbasis hasil menuntut adanya constructive alignment antara learning outcome teaching dan assessment","['didik', 'basis', 'hasil', 'tuntut', 'constructive', 'alignment', 'learning', 'outcome', 'teaching', 'assessment']","didik basis hasil tuntut constructive alignment learning outcome teaching assessment","positif"
"implementasi obe pada program studi hukum membutuhkan keterlibatan praktisi hukum dalam perumusan kompetensi","['implementasi', 'obe', 'program', 'studi', 'hukum', 'butuh', 'libat', 'praktisi', 'hukum', 'rumus', 'kompetensi']","implementasi obe program studi hukum butuh libat praktisi hukum rumus kompetensi","netral"
